量具改了	25-old-rounds101-before.txt	-	（整份文件）	P101 A 那一刀自己的「改前 / 改后」一对，这一批没跑（P101 A 的回归这一批换成 27-fresh + 28-corpus 两份现读）——**摘了就说，不留空壳**
量具改了	26-old-rounds101-after.txt	-	（整份文件）	P101 A 那一刀自己的「改前 / 改后」一对，这一批没跑（同上）
量具改了	28-old-rounds101-corpus.txt	+	（整份文件）	这一批把 rounds101 那个探针在**语料那篇**（52 行轮次 / 18 次跑）上也跑了一趟；P101 那一份叫 26-...-after，编号和入参都换了
量具改了	31-skel103-before-stay.txt	+	（整份文件）	P103 A 新造的探针 `steps/skel103.mjs`（`onSkeleton` 那处误伤的实拍），P101 没有这一步
量具改了	32-skel103-before-away.txt	+	（整份文件）	P103 A 新造的探针 `steps/skel103.mjs`（同上，`away` 档 —— 判据就在这一份）
量具改了	33-skel103-after-stay.txt	+	（整份文件）	P103 A 新造的探针，改后那一趟（`stay` 对照组）
量具改了	34-skel103-after-away.txt	+	（整份文件）	P103 A 新造的探针，改后那一趟（`away` 档，判据那一格）
量具改了	35-toast103-before-away.txt	+	（整份文件）	P103 B 新造的探针 `steps/toast103.mjs`（三条 toast 切走之后弹不弹），P101 没有这一步
量具改了	36-toast103-before-stay.txt	+	（整份文件）	P103 B 新造的探针（`stay` 对照组，改前）
量具改了	37-toast103-after-away.txt	+	（整份文件）	P103 B 新造的探针（`away` 档，改后）
量具改了	38-toast103-after-stay.txt	+	（整份文件）	P103 B 新造的探针（`stay` 对照组，改后——跟改前逐字相同，证明没切走那条路一个字没动）
走查随机	21-old-toast97.txt	<	  （从这一步连上算起 2409 毫秒）	P97 自己新加的那个**毫秒级**探针的读数（连上算起多少毫秒 / 出现 / 消失 / 录了多久）——每批都在同一量级，**「在屏幕上活了 3501 毫秒」跟 P101 逐字相同**，框 306×42 @ (1118,820) 也逐字相同
走查随机	21-old-toast97.txt	>	  （从这一步连上算起 2406 毫秒）	P97 自己新加的那个**毫秒级**探针的读数（连上算起多少毫秒 / 出现 / 消失 / 录了多久）——每批都在同一量级，**「在屏幕上活了 3501 毫秒」跟 P101 逐字相同**，框 306×42 @ (1118,820) 也逐字相同
走查随机	21-old-toast97.txt	<	  第一次看见（reload 之后 314 毫秒）: ["上次没处置完的 1 层改动还在右栏「改动」里"]	P97 自己新加的那个**毫秒级**探针的读数（连上算起多少毫秒 / 出现 / 消失 / 录了多久）——每批都在同一量级，**「在屏幕上活了 3501 毫秒」跟 P101 逐字相同**，框 306×42 @ (1118,820) 也逐字相同
