量具改了	41-switchaway105.txt	-	（整份文件）	第 ⑫ 步换成 `steps/switchaway107.mjs`（P107 A：判⑤ 升级成「点的是对的名」）；105 那份一个字节不动，留给出处闸对 `p105/` 那一份——**一批一份**，同 rounds95 → 99 → 101
量具改了	41-switchaway107.txt	+	（整份文件）	**这一批的第 ⑫ 步**（`steps/switchaway107.mjs`）：五条判据 + 判⑤ 升级版「点对了名」，实拍两条切走 toast 都点的是「P107切走S…（可删）」，「另一篇笔记」0 条
走查随机	21-old-toast97.txt	<	  第一次看见（reload 之后 249 毫秒）: ["上次没处置完的 1 层改动还在右栏「改动」里"]	毫秒级探针的读数（`toast97`：reload 之后第一次看见 / 出现 / 消失 / 录了多久；`warn105`：那条 warning 第几毫秒到 / 第几毫秒切走）——每批都在同一量级，「在屏幕上活了」3498 → 3501、框 306×42 @ (1118,820) **逐字相同**
走查随机	21-old-toast97.txt	>	  第一次看见（reload 之后 247 毫秒）: ["上次没处置完的 1 层改动还在右栏「改动」里"]	毫秒级探针的读数（`toast97`：reload 之后第一次看见 / 出现 / 消失 / 录了多久；`warn105`：那条 warning 第几毫秒到 / 第几毫秒切走）——每批都在同一量级，「在屏幕上活了」3498 → 3501、框 306×42 @ (1118,820) **逐字相同**
走查随机	21-old-toast97.txt	<	  录到的 toast（带毫秒 + 那一刻它在屏幕上的位置 / 样式）: [{"text":"上次没处置完的 1 层改动还在右栏「改动」里","出现":502,"消失":4000,"屏幕上":{"x":1118,"y":820,"w":306,"h":42,"opacity":"0","visibility":"visible","display":"block"}}]	毫秒级探针的读数（`toast97`：reload 之后第一次看见 / 出现 / 消失 / 录了多久；`warn105`：那条 warning 第几毫秒到 / 第几毫秒切走）——每批都在同一量级，「在屏幕上活了」3498 → 3501、框 306×42 @ (1118,820) **逐字相同**
走查随机	21-old-toast97.txt	<	  录了 4310 毫秒	毫秒级探针的读数（`toast97`：reload 之后第一次看见 / 出现 / 消失 / 录了多久；`warn105`：那条 warning 第几毫秒到 / 第几毫秒切走）——每批都在同一量级，「在屏幕上活了」3498 → 3501、框 306×42 @ (1118,820) **逐字相同**
走查随机	21-old-toast97.txt	<	  含「上次没处置完的」的: [{"text":"上次没处置完的 1 层改动还在右栏「改动」里","出现":502,"消失":4000,"屏幕上":{"x":1118,"y":820,"w":306,"h":42,"opacity":"0","visibility":"visible","display":"block"}}]	毫秒级探针的读数（`toast97`：reload 之后第一次看见 / 出现 / 消失 / 录了多久；`warn105`：那条 warning 第几毫秒到 / 第几毫秒切走）——每批都在同一量级，「在屏幕上活了」3498 → 3501、框 306×42 @ (1118,820) **逐字相同**
走查随机	21-old-toast97.txt	<	    · 在屏幕上活了 3498 毫秒；出现在第 502 毫秒；框 306×42 @ (1118,820)；opacity=0 visibility=visible display=block	毫秒级探针的读数（`toast97`：reload 之后第一次看见 / 出现 / 消失 / 录了多久；`warn105`：那条 warning 第几毫秒到 / 第几毫秒切走）——每批都在同一量级，「在屏幕上活了」3498 → 3501、框 306×42 @ (1118,820) **逐字相同**
走查随机	21-old-toast97.txt	>	  录到的 toast（带毫秒 + 那一刻它在屏幕上的位置 / 样式）: [{"text":"上次没处置完的 1 层改动还在右栏「改动」里","出现":484,"消失":3985,"屏幕上":{"x":1118,"y":820,"w":306,"h":42,"opacity":"0","visibility":"visible","display":"block"}}]	毫秒级探针的读数（`toast97`：reload 之后第一次看见 / 出现 / 消失 / 录了多久；`warn105`：那条 warning 第几毫秒到 / 第几毫秒切走）——每批都在同一量级，「在屏幕上活了」3498 → 3501、框 306×42 @ (1118,820) **逐字相同**
走查随机	21-old-toast97.txt	>	  录了 4291 毫秒	毫秒级探针的读数（`toast97`：reload 之后第一次看见 / 出现 / 消失 / 录了多久；`warn105`：那条 warning 第几毫秒到 / 第几毫秒切走）——每批都在同一量级，「在屏幕上活了」3498 → 3501、框 306×42 @ (1118,820) **逐字相同**
