# P93 ← P91 的跨批逐行归类表（`check-walkthrough-diff.mts` 逐行核）
# 五列 TAB 分：类别 / 文件 / 方向（< 只在 p91，> 只在 p93，-/+ 整份文件）/ 那一行逐字 / 为什么
# 这一批：diff 69 行；16 份共有的里 13 份逐字节相同；**0 条解释不了**
# ⚠️ 产品那一侧这一批一个字节都没动：`Resources/web` 179 个 / `6754fba19cd47cf2`，跟 P91 台账上那一份同一个哈希
走查随机	01-new-bnew.txt	<	  深色 body: rgb(18, 15, 26)  近白大块: 0	那一趟 ⑪ 的 900px 之后右栏被收起来了，`近白大块` / `横向溢出` 两个读数跟着变；同一份 `.app`（`Resources/web` 179 个 / `6754fba19cd47cf2`，跟 P91 台账上那一份逐字节同一个哈希）在**另一份全新 udd** 上复现跑一遍（`log-new2/91-new2-bnew`），读回来正是 P91 那两个数（0 / 1）
走查随机	01-new-bnew.txt	>	  深色 body: rgb(18, 15, 26)  近白大块: 2	那一趟 ⑪ 的 900px 之后右栏被收起来了，`近白大块` / `横向溢出` 两个读数跟着变；同一份 `.app`（`Resources/web` 179 个 / `6754fba19cd47cf2`，跟 P91 台账上那一份逐字节同一个哈希）在**另一份全新 udd** 上复现跑一遍（`log-new2/91-new2-bnew`），读回来正是 P91 那两个数（0 / 1）
走查随机	01-new-bnew.txt	<	  900px 横向溢出: 1  横向滚得动吗: false	那一趟 ⑪ 的 900px 之后右栏被收起来了，`近白大块` / `横向溢出` 两个读数跟着变；同一份 `.app`（`Resources/web` 179 个 / `6754fba19cd47cf2`，跟 P91 台账上那一份逐字节同一个哈希）在**另一份全新 udd** 上复现跑一遍（`log-new2/91-new2-bnew`），读回来正是 P91 那两个数（0 / 1）
走查随机	01-new-bnew.txt	>	  900px 横向溢出: 0  横向滚得动吗: false	那一趟 ⑪ 的 900px 之后右栏被收起来了，`近白大块` / `横向溢出` 两个读数跟着变；同一份 `.app`（`Resources/web` 179 个 / `6754fba19cd47cf2`，跟 P91 台账上那一份逐字节同一个哈希）在**另一份全新 udd** 上复现跑一遍（`log-new2/91-new2-bnew`），读回来正是 P91 那两个数（0 / 1）
走查随机	02-new-bnew2.txt	<	    {"i":2,"t":"","dis":false,"cls":"note-new-tab","x":878,"y":7}	那一趟右栏是**收起来的**（按钮清单里有 `right-pane-reopen`、一个 `.pane-tab` 都没有），于是整张清单的序号和横坐标全平移；复现跑 `log-new2/92-new2-bnew2` 逐格回到 P91 的样子（`note-new-tab x=878`、`记忆` / `计划` 两格都在、`{"innerWidth":900,"n":1,…屏幕活动×}`）
走查随机	02-new-bnew2.txt	<	    {"i":3,"t":"","dis":false,"cls":"launcher-btn","x":6,"y":100}	那一趟右栏是**收起来的**（按钮清单里有 `right-pane-reopen`、一个 `.pane-tab` 都没有），于是整张清单的序号和横坐标全平移；复现跑 `log-new2/92-new2-bnew2` 逐格回到 P91 的样子（`note-new-tab x=878`、`记忆` / `计划` 两格都在、`{"innerWidth":900,"n":1,…屏幕活动×}`）
走查随机	02-new-bnew2.txt	<	    {"i":4,"t":"","dis":false,"cls":"launcher-btn","x":6,"y":150}	那一趟右栏是**收起来的**（按钮清单里有 `right-pane-reopen`、一个 `.pane-tab` 都没有），于是整张清单的序号和横坐标全平移；复现跑 `log-new2/92-new2-bnew2` 逐格回到 P91 的样子（`note-new-tab x=878`、`记忆` / `计划` 两格都在、`{"innerWidth":900,"n":1,…屏幕活动×}`）
走查随机	02-new-bnew2.txt	<	    {"i":5,"t":"","dis":false,"cls":"launcher-btn","x":6,"y":200}	那一趟右栏是**收起来的**（按钮清单里有 `right-pane-reopen`、一个 `.pane-tab` 都没有），于是整张清单的序号和横坐标全平移；复现跑 `log-new2/92-new2-bnew2` 逐格回到 P91 的样子（`note-new-tab x=878`、`记忆` / `计划` 两格都在、`{"innerWidth":900,"n":1,…屏幕活动×}`）
走查随机	02-new-bnew2.txt	<	    {"i":6,"t":"","dis":false,"cls":"launcher-btn","x":6,"y":250}	那一趟右栏是**收起来的**（按钮清单里有 `right-pane-reopen`、一个 `.pane-tab` 都没有），于是整张清单的序号和横坐标全平移；复现跑 `log-new2/92-new2-bnew2` 逐格回到 P91 的样子（`note-new-tab x=878`、`记忆` / `计划` 两格都在、`{"innerWidth":900,"n":1,…屏幕活动×}`）
走查随机	02-new-bnew2.txt	<	    {"i":7,"t":"","dis":false,"cls":"launcher-btn","x":6,"y":300}	那一趟右栏是**收起来的**（按钮清单里有 `right-pane-reopen`、一个 `.pane-tab` 都没有），于是整张清单的序号和横坐标全平移；复现跑 `log-new2/92-new2-bnew2` 逐格回到 P91 的样子（`note-new-tab x=878`、`记忆` / `计划` 两格都在、`{"innerWidth":900,"n":1,…屏幕活动×}`）
