# P95 ← P93 的跨批逐行归类表（闸：frontend/scripts/check-walkthrough-diff.mts）
# 五列 TAB 分：类别 / 文件 / 方向（< 只在 p93 · > 只在 p95 · - / + 整份文件）/ 那一行逐字 / 为什么
# 「那一行逐字」一个字都没改；类别是闭集里的 6 类之一。
走查随机	01-new-bnew.txt	<	  深色 body: rgb(18, 15, 26)  近白大块: 2	这一趟右栏**没被收起来**（按钮清单里有 `pane-tab`、没有 `right-pane-reopen`），P93 那一趟是收起来的；于是可用宽度、按钮序号、坐标、近白大块、900px 溢出全跟着变。P93 自己在另一份全新 udd 上重跑过，读回来跟 P91 逐格相同——这一批读到的正是 P91 那一档，**P93 留的第 ④ 条（看它下一批还在不在）到此有答案：不在了**
走查随机	01-new-bnew.txt	>	  深色 body: rgb(18, 15, 26)  近白大块: 0	这一趟右栏**没被收起来**（按钮清单里有 `pane-tab`、没有 `right-pane-reopen`），P93 那一趟是收起来的；于是可用宽度、按钮序号、坐标、近白大块、900px 溢出全跟着变。P93 自己在另一份全新 udd 上重跑过，读回来跟 P91 逐格相同——这一批读到的正是 P91 那一档，**P93 留的第 ④ 条（看它下一批还在不在）到此有答案：不在了**
走查随机	01-new-bnew.txt	<	  900px 横向溢出: 0  横向滚得动吗: false	这一趟右栏**没被收起来**（按钮清单里有 `pane-tab`、没有 `right-pane-reopen`），P93 那一趟是收起来的；于是可用宽度、按钮序号、坐标、近白大块、900px 溢出全跟着变。P93 自己在另一份全新 udd 上重跑过，读回来跟 P91 逐格相同——这一批读到的正是 P91 那一档，**P93 留的第 ④ 条（看它下一批还在不在）到此有答案：不在了**
走查随机	01-new-bnew.txt	>	  900px 横向溢出: 1  横向滚得动吗: false	这一趟右栏**没被收起来**（按钮清单里有 `pane-tab`、没有 `right-pane-reopen`），P93 那一趟是收起来的；于是可用宽度、按钮序号、坐标、近白大块、900px 溢出全跟着变。P93 自己在另一份全新 udd 上重跑过，读回来跟 P91 逐格相同——这一批读到的正是 P91 那一档，**P93 留的第 ④ 条（看它下一批还在不在）到此有答案：不在了**
走查随机	02-new-bnew2.txt	<	    {"i":2,"t":"","dis":false,"cls":"tab-scroll","x":140,"y":11}	这一趟右栏**没被收起来**（按钮清单里有 `pane-tab`、没有 `right-pane-reopen`），P93 那一趟是收起来的；于是可用宽度、按钮序号、坐标、近白大块、900px 溢出全跟着变。P93 自己在另一份全新 udd 上重跑过，读回来跟 P91 逐格相同——这一批读到的正是 P91 那一档，**P93 留的第 ④ 条（看它下一批还在不在）到此有答案：不在了**
走查随机	02-new-bnew2.txt	<	    {"i":3,"t":"","dis":false,"cls":"tab-scroll","x":910,"y":11}	这一趟右栏**没被收起来**（按钮清单里有 `pane-tab`、没有 `right-pane-reopen`），P93 那一趟是收起来的；于是可用宽度、按钮序号、坐标、近白大块、900px 溢出全跟着变。P93 自己在另一份全新 udd 上重跑过，读回来跟 P91 逐格相同——这一批读到的正是 P91 那一档，**P93 留的第 ④ 条（看它下一批还在不在）到此有答案：不在了**
走查随机	02-new-bnew2.txt	<	    {"i":4,"t":"","dis":false,"cls":"tab-scroll tab-list","x":942,"y":11}	这一趟右栏**没被收起来**（按钮清单里有 `pane-tab`、没有 `right-pane-reopen`），P93 那一趟是收起来的；于是可用宽度、按钮序号、坐标、近白大块、900px 溢出全跟着变。P93 自己在另一份全新 udd 上重跑过，读回来跟 P91 逐格相同——这一批读到的正是 P91 那一档，**P93 留的第 ④ 条（看它下一批还在不在）到此有答案：不在了**
走查随机	02-new-bnew2.txt	<	    {"i":5,"t":"","dis":false,"cls":"note-new-tab","x":974,"y":7}	这一趟右栏**没被收起来**（按钮清单里有 `pane-tab`、没有 `right-pane-reopen`），P93 那一趟是收起来的；于是可用宽度、按钮序号、坐标、近白大块、900px 溢出全跟着变。P93 自己在另一份全新 udd 上重跑过，读回来跟 P91 逐格相同——这一批读到的正是 P91 那一档，**P93 留的第 ④ 条（看它下一批还在不在）到此有答案：不在了**
走查随机	02-new-bnew2.txt	<	    {"i":6,"t":"","dis":false,"cls":"launcher-btn","x":6,"y":100}	这一趟右栏**没被收起来**（按钮清单里有 `pane-tab`、没有 `right-pane-reopen`），P93 那一趟是收起来的；于是可用宽度、按钮序号、坐标、近白大块、900px 溢出全跟着变。P93 自己在另一份全新 udd 上重跑过，读回来跟 P91 逐格相同——这一批读到的正是 P91 那一档，**P93 留的第 ④ 条（看它下一批还在不在）到此有答案：不在了**
走查随机	02-new-bnew2.txt	<	    {"i":7,"t":"","dis":false,"cls":"launcher-btn","x":6,"y":150}	这一趟右栏**没被收起来**（按钮清单里有 `pane-tab`、没有 `right-pane-reopen`），P93 那一趟是收起来的；于是可用宽度、按钮序号、坐标、近白大块、900px 溢出全跟着变。P93 自己在另一份全新 udd 上重跑过，读回来跟 P91 逐格相同——这一批读到的正是 P91 那一档，**P93 留的第 ④ 条（看它下一批还在不在）到此有答案：不在了**
