量具改了	31-skel103-before-stay.txt	-	（整份文件）	P103 A 自己那一刀的「改前 / 改后」四份实拍，这一批没跑（P103 A 的回归这一批换成**第 ⑫ 步**里判④那一格现读）——**摘了就说，不留空壳**
量具改了	32-skel103-before-away.txt	-	（整份文件）	同上（`away` 档，P103 判据那一格）
量具改了	33-skel103-after-stay.txt	-	（整份文件）	同上（改后 `stay` 对照）
量具改了	34-skel103-after-away.txt	-	（整份文件）	同上（改后 `away` 档）
量具改了	35-toast103-before-away.txt	-	（整份文件）	P103 B 自己那一刀的「改前 / 改后」四份实拍，这一批没跑（P103 B 的回归这一批换成**第 ⑫ 步**里判⑤那一格现读）
量具改了	36-toast103-before-stay.txt	-	（整份文件）	同上（`stay` 对照，改前）
量具改了	37-toast103-after-away.txt	-	（整份文件）	同上（`away` 档，改后）
量具改了	38-toast103-after-stay.txt	-	（整份文件）	同上（`stay` 对照，改后）
量具改了	41-switchaway105.txt	+	（整份文件）	**这一批新加的走查第 ⑫ 步**（`steps/switchaway105.mjs`：跑着切走再切回，五条判据自己判）——P103 没有这一步，那正是它留下的那句「十一步那条路一次都不经过切走」
量具改了	42-warn105.txt	+	（整份文件）	**这一批新造的探针**（`steps/warn105.mjs`：C 那一格「这一轮少了什么」的实拍）——P103 没有这一步
走查随机	21-old-toast97.txt	<	  （从这一步连上算起 2406 毫秒）	P97 自己新加的那个**毫秒级**探针的读数（连上算起多少毫秒 / 出现 / 消失 / 录了多久 / reload 之后第一次看见）——每批都在同一量级，**「在屏幕上活了」三批 3501 / 3498 毫秒**、框 306×42 @ (1118,820) 三批逐字相同
走查随机	21-old-toast97.txt	>	  （从这一步连上算起 2407 毫秒）	P97 自己新加的那个**毫秒级**探针的读数（连上算起多少毫秒 / 出现 / 消失 / 录了多久 / reload 之后第一次看见）——每批都在同一量级，**「在屏幕上活了」三批 3501 / 3498 毫秒**、框 306×42 @ (1118,820) 三批逐字相同
走查随机	21-old-toast97.txt	<	  第一次看见（reload 之后 313 毫秒）: ["上次没处置完的 1 层改动还在右栏「改动」里"]	P97 自己新加的那个**毫秒级**探针的读数（连上算起多少毫秒 / 出现 / 消失 / 录了多久 / reload 之后第一次看见）——每批都在同一量级，**「在屏幕上活了」三批 3501 / 3498 毫秒**、框 306×42 @ (1118,820) 三批逐字相同
走查随机	21-old-toast97.txt	>	  第一次看见（reload 之后 249 毫秒）: ["上次没处置完的 1 层改动还在右栏「改动」里"]	P97 自己新加的那个**毫秒级**探针的读数（连上算起多少毫秒 / 出现 / 消失 / 录了多久 / reload 之后第一次看见）——每批都在同一量级，**「在屏幕上活了」三批 3501 / 3498 毫秒**、框 306×42 @ (1118,820) 三批逐字相同
走查随机	21-old-toast97.txt	<	  录到的 toast（带毫秒 + 那一刻它在屏幕上的位置 / 样式）: [{"text":"上次没处置完的 1 层改动还在右栏「改动」里","出现":534,"消失":4035,"屏幕上":{"x":1118,"y":820,"w":306,"h":42,"opacity":"0","visibility":"visible","display":"block"}}]	P97 自己新加的那个**毫秒级**探针的读数（连上算起多少毫秒 / 出现 / 消失 / 录了多久 / reload 之后第一次看见）——每批都在同一量级，**「在屏幕上活了」三批 3501 / 3498 毫秒**、框 306×42 @ (1118,820) 三批逐字相同
走查随机	21-old-toast97.txt	<	  录了 4345 毫秒	P97 自己新加的那个**毫秒级**探针的读数（连上算起多少毫秒 / 出现 / 消失 / 录了多久 / reload 之后第一次看见）——每批都在同一量级，**「在屏幕上活了」三批 3501 / 3498 毫秒**、框 306×42 @ (1118,820) 三批逐字相同
